Property_ID,Location,Property_Type,Monthly_Rent,Vacancy_Status,Square_Footage,Bedrooms,Bathrooms,Date_Added,Lease_Length_Months,Tenant_Income,Maintenance_Cost,Property_Age,Landlord_ID,Last_Renovation_Date,Utilities_Included,Rent_Increase,Complaint_Count,Satisfaction_Score,Market_Value
635,Toronto,Townhouse,3853,Rented,3285,1,3,2016-08-27,9,11033,485,54,474,2021-11-24,No,0.06,6,3,646187
636,Calgary,Condo,1664,Vacant,2459,3,1,2021-06-23,16,3113,119,31,149,2023-02-28,No,2.39,15,3,487663
637,Montreal,Condo,2235,Vacant,1034,1,1,2015-06-03,17,11661,622,9,480,2016-09-24,No,3.43,2,5,959124
638,Calgary,House,3205,Rented,2061,2,2,2016-01-27,26,3009,512,28,305,2021-06-24,No,1.66,5,7,356266
639,Winnipeg,Condo,1327,Rented,477,3,1,2018-02-07,8,5863,143,92,181,2023-02-23,Yes,1.81,3,7,389894
640,Halifax,House,1532,Vacant,1711,2,3,2015-09-26,30,9289,153,94,425,2016-02-08,No,1.39,8,8,230504
641,Winnipeg,Condo,3107,Rented,996,3,1,2019-04-16,16,5215,411,6,58,2019-03-19,Yes,3.32,6,1,657316
642,Montreal,Townhouse,1552,Vacant,420,2,2,2022-07-24,22,5699,849,90,438,2022-12-24,Yes,0.15,4,6,489921
643,Halifax,Townhouse,2753,Rented,848,2,3,2020-04-16,28,3694,596,63,66,2018-01-09,No,2.28,2,1,290840
644,Toronto,Townhouse,3602,Rented,2262,1,1,2019-12-05,21,8768,630,99,19,2023-10-27,No,3.75,9,2,433537
645,Halifax,Townhouse,1888,Rented,2603,2,1,2016-09-11,29,6351,763,28,116,2019-10-18,Yes,1.64,17,3,867572
646,Vancouver,House,2306,Rented,2806,3,1,2017-09-23,14,9905,343,66,442,2019-04-22,Yes,1.66,7,8,120629
647,Calgary,Condo,1816,Vacant,2115,1,3,2023-01-31,33,3331,126,58,472,2018-09-29,Yes,1.4,18,2,93095
648,Edmonton,House,3278,Rented,2739,1,2,2015-11-27,17,7564,938,11,237,2023-10-11,Yes,1.95,3,8,841496
649,Halifax,Apartment,3987,Vacant,2893,2,3,2018-12-08,15,6403,840,28,166,2017-12-19,Yes,2.72,12,4,231465
650,Vancouver,House,3848,Vacant,2511,2,1,2019-05-08,11,2921,670,38,348,2016-08-26,No,0.5,9,7,54709
651,Toronto,Townhouse,1473,Vacant,3712,1,3,2022-06-01,25,11552,439,38,158,2019-05-22,Yes,4.68,11,7,992127
652,Toronto,Apartment,3496,Rented,3611,4,3,2022-01-07,30,3474,989,44,51,2020-10-08,No,2.74,19,2,733978
653,Ottawa,Apartment,2354,Vacant,2106,4,1,2015-03-25,22,3694,238,34,479,2016-04-20,Yes,2.82,5,7,342852
654,Ottawa,Townhouse,1982,Vacant,3242,2,2,2018-05-28,23,3003,418,24,392,2020-09-28,Yes,4.38,13,4,63560
655,Toronto,Condo,976,Vacant,3135,4,1,2020-10-16,10,4532,405,87,461,2016-06-30,No,4.5,11,8,610794
656,Edmonton,Condo,3557,Vacant,2636,1,2,2019-05-17,32,5774,915,26,132,2019-12-03,No,3.67,7,2,734560
657,Calgary,Condo,2224,Vacant,1950,4,1,2022-07-03,10,4375,857,59,309,2017-08-27,No,0.49,10,4,557206
658,Calgary,Condo,1540,Vacant,515,1,1,2020-01-30,28,2938,814,52,379,2017-05-15,No,4.79,16,9,214826
659,Vancouver,Apartment,1277,Rented,1392,4,3,2023-04-19,23,5071,777,92,92,2019-08-17,Yes,4.07,19,6,391875
660,Montreal,Apartment,3037,Rented,2803,4,2,2020-08-22,34,7216,427,21,430,2018-10-06,No,1.9,8,5,757237
661,Toronto,Condo,3320,Rented,3469,1,2,2020-01-28,22,11515,767,41,375,2020-09-23,Yes,4.92,1,4,204865
662,Vancouver,Condo,1077,Vacant,1144,4,1,2022-04-15,33,3626,248,46,441,2016-01-17,Yes,0.69,18,9,557469
663,Halifax,Townhouse,1451,Vacant,1583,1,1,2023-01-22,24,4719,396,15,178,2023-06-04,Yes,2.8,12,9,905585
664,Ottawa,Apartment,3624,Rented,3817,4,1,2016-09-04,10,7595,428,95,293,2021-11-05,No,1.7,19,6,80692
665,Halifax,Townhouse,2290,Vacant,3366,1,1,2020-01-08,11,8903,970,83,263,2018-08-29,Yes,2.78,14,2,282525
666,Ottawa,Townhouse,971,Rented,895,2,2,2019-11-22,27,3223,775,59,1,2016-03-05,Yes,3.43,11,1,242156
667,Ottawa,House,3888,Rented,2387,4,2,2018-07-18,31,8671,778,67,302,2023-02-25,No,2.38,13,1,233557
668,Edmonton,Townhouse,2436,Vacant,678,1,3,2020-07-30,9,5340,948,29,175,2017-07-24,No,3.09,10,6,708042
669,Calgary,Apartment,3556,Vacant,568,2,3,2019-06-01,30,11818,844,64,160,2019-04-16,Yes,1.5,7,9,354267
670,Winnipeg,Townhouse,1837,Vacant,3549,3,3,2015-11-04,34,5813,232,46,309,2021-10-01,No,2.02,10,5,93622
671,Edmonton,Townhouse,3760,Rented,2230,2,1,2016-03-03,12,3697,936,38,264,2015-07-30,No,2.98,7,7,363679
672,Montreal,House,1118,Vacant,2665,2,2,2022-11-01,8,7452,704,27,304,2023-03-28,No,2.03,5,2,987526
673,Halifax,Townhouse,3425,Rented,3039,2,2,2015-09-29,33,8110,320,49,480,2017-02-11,Yes,2.85,1,1,88101
674,Winnipeg,House,1848,Rented,2800,1,3,2023-11-18,16,8683,904,67,349,2019-01-02,No,0.22,5,4,180435
675,Ottawa,Condo,801,Vacant,3880,2,2,2020-12-14,12,3887,975,25,160,2019-07-02,Yes,2.91,11,8,667013
676,Ottawa,Apartment,1703,Vacant,3934,2,2,2017-07-03,23,9170,880,44,220,2016-04-06,No,2.0,8,9,696118
677,Calgary,Apartment,901,Vacant,1152,2,1,2022-03-25,20,7549,681,34,424,2016-10-08,No,2.17,2,5,541239
678,Halifax,Apartment,1269,Rented,839,1,3,2016-06-05,23,10236,815,34,439,2018-05-25,No,4.24,16,9,521069
679,Vancouver,Condo,1023,Rented,3040,2,3,2023-06-29,16,10770,744,24,299,2023-02-06,No,2.36,13,7,131701
680,Edmonton,Apartment,834,Rented,802,1,3,2023-07-07,33,9427,950,85,91,2021-01-08,No,3.57,0,8,849861
681,Halifax,Condo,1026,Vacant,2347,4,1,2017-04-07,28,3323,108,39,107,2018-06-20,Yes,3.48,1,3,706056
682,Edmonton,Townhouse,1742,Vacant,3964,2,2,2020-03-15,23,9921,993,38,150,2015-09-20,Yes,3.41,4,5,938358
683,Ottawa,Condo,839,Rented,3923,1,1,2020-03-06,13,9134,897,79,440,2022-05-08,No,0.4,10,4,212544
684,Ottawa,House,875,Rented,612,2,2,2017-10-04,26,9031,226,25,473,2022-08-20,Yes,3.17,10,2,507309
685,Montreal,Apartment,1577,Vacant,431,2,1,2023-06-16,28,10593,191,58,449,2015-01-06,Yes,3.93,0,1,832817
686,Calgary,Condo,3838,Rented,2569,1,3,2021-08-22,21,10275,520,31,331,2021-05-05,Yes,3.87,10,1,142612
687,Winnipeg,Condo,2738,Vacant,352,4,1,2022-11-10,14,10929,689,52,488,2021-07-29,No,2.67,7,8,276948
688,Halifax,House,2347,Rented,2751,4,1,2016-11-03,12,8034,615,73,277,2020-06-15,Yes,4.81,10,8,445411
689,Ottawa,Apartment,2706,Vacant,459,3,2,2017-02-16,18,7750,833,72,175,2016-10-01,No,3.44,14,9,553245
690,Ottawa,Townhouse,3865,Vacant,3943,3,3,2017-05-18,23,2584,550,29,29,2023-08-24,Yes,1.67,7,6,194276
691,Toronto,Apartment,3884,Vacant,875,2,3,2021-02-27,21,5963,684,32,391,2021-10-27,No,3.46,5,6,171407
692,Toronto,Apartment,2082,Rented,3646,4,3,2020-01-10,10,6719,756,62,58,2016-10-14,Yes,3.33,13,3,216649
693,Calgary,House,919,Vacant,2800,4,3,2020-04-07,6,5391,105,25,36,2023-07-10,Yes,1.4,0,5,332524
694,Winnipeg,Apartment,3791,Rented,3610,4,3,2023-01-10,29,6326,968,69,181,2021-08-25,No,2.5,0,6,857789
695,Vancouver,Apartment,3985,Rented,2447,1,2,2016-07-16,28,8768,490,44,311,2017-09-29,No,2.53,5,2,847196
696,Toronto,Apartment,1644,Rented,3442,3,1,2017-12-25,11,4156,198,57,429,2021-02-26,Yes,2.69,11,2,475907
697,Toronto,Townhouse,3422,Rented,1835,4,3,2017-11-01,20,11168,687,66,148,2015-11-04,Yes,0.36,8,6,210203
698,Winnipeg,Condo,1259,Rented,2247,3,1,2015-02-10,12,4506,602,50,496,2015-08-07,Yes,1.78,7,8,507525
699,Winnipeg,Apartment,1378,Rented,2734,2,3,2018-03-02,14,6978,273,71,23,2017-05-26,No,1.1,14,3,939039
700,Toronto,Condo,3397,Rented,2687,4,2,2016-10-24,23,5265,515,62,159,2018-12-13,No,1.61,19,9,464313
701,Ottawa,Townhouse,3599,Rented,373,4,2,2016-10-13,8,6835,217,79,248,2017-10-10,No,4.57,18,6,302105
702,Edmonton,Townhouse,3311,Vacant,2417,3,3,2021-01-01,24,7939,706,86,252,2020-01-10,No,3.8,12,1,652039
703,Halifax,House,1413,Vacant,690,1,2,2019-07-08,7,8698,302,45,459,2017-05-31,No,1.13,15,7,915478
704,Vancouver,Condo,1011,Vacant,1183,3,2,2017-12-14,29,5155,966,81,23,2022-05-29,Yes,3.71,7,3,848601
705,Winnipeg,Condo,1296,Vacant,2112,1,1,2023-07-27,16,4361,177,75,62,2021-10-05,Yes,1.31,8,7,280823
706,Winnipeg,House,3375,Vacant,2916,1,1,2019-05-31,11,11890,822,66,179,2016-08-23,Yes,4.28,17,3,222328
707,Halifax,Townhouse,2559,Rented,2200,3,3,2018-03-08,35,6221,554,48,426,2016-03-28,No,4.3,6,3,897361
708,Calgary,Apartment,3772,Vacant,3924,1,3,2016-07-20,31,10429,941,10,45,2017-12-02,No,4.54,4,9,242801
709,Winnipeg,Condo,2448,Vacant,3144,1,3,2021-05-27,32,5931,157,37,478,2021-02-08,Yes,0.6,16,1,890300
710,Edmonton,Condo,1069,Rented,3720,4,3,2019-11-22,13,4058,574,25,235,2020-09-25,No,0.0,16,9,372534
711,Calgary,Condo,1235,Rented,1769,1,3,2023-03-25,23,9774,537,13,247,2019-07-06,Yes,1.17,11,3,517091
712,Edmonton,Townhouse,2168,Vacant,794,4,3,2020-01-15,24,6483,882,67,16,2018-05-07,Yes,0.82,11,7,931560
713,Edmonton,Condo,2643,Rented,489,3,1,2019-01-23,27,2904,861,38,166,2016-12-09,No,2.45,5,1,819101
714,Vancouver,Townhouse,2606,Vacant,611,1,2,2021-02-13,8,4129,384,67,473,2015-06-20,No,1.59,6,1,669937
715,Calgary,Apartment,1972,Rented,3403,2,3,2015-10-17,14,11272,603,51,297,2020-04-24,No,3.31,11,7,165667
716,Winnipeg,Townhouse,1613,Vacant,3578,3,2,2022-01-22,6,9959,455,91,214,2016-11-25,No,2.72,14,4,988922
717,Montreal,Condo,3032,Vacant,3055,1,2,2017-02-25,24,10219,383,98,130,2018-12-03,No,2.26,4,7,354314
718,Edmonton,Townhouse,2236,Vacant,2366,3,2,2019-10-21,28,6629,922,62,485,2022-01-23,Yes,0.0,18,8,921738
719,Vancouver,Townhouse,1225,Rented,3869,2,2,2018-04-07,19,9255,726,32,259,2017-10-05,No,0.49,16,3,260113
720,Toronto,Townhouse,2941,Vacant,378,4,2,2023-09-20,20,5480,470,73,483,2020-02-09,Yes,3.28,6,5,669811
721,Calgary,Condo,3360,Vacant,3008,2,2,2022-12-05,8,7786,321,59,318,2015-10-16,No,1.93,1,7,798953
722,Toronto,Apartment,2888,Rented,1295,4,1,2022-06-08,9,8810,137,79,18,2023-03-20,Yes,0.22,15,2,676455
723,Vancouver,Townhouse,2718,Rented,3881,3,3,2023-07-27,21,5195,562,20,487,2018-10-22,Yes,0.74,6,3,948795
724,Montreal,House,3274,Vacant,420,2,1,2022-03-16,33,3619,513,19,108,2017-03-19,Yes,4.3,0,2,308865
725,Vancouver,Condo,1677,Vacant,740,2,2,2017-06-13,29,5195,215,64,180,2023-10-09,Yes,3.55,18,8,952614
726,Montreal,Apartment,3233,Rented,1073,4,3,2019-04-05,31,8807,822,93,305,2015-08-31,No,2.31,8,1,60761
727,Calgary,Townhouse,2247,Rented,664,4,1,2016-08-08,9,10354,732,30,63,2017-08-17,No,3.41,17,9,658835
728,Halifax,Townhouse,1575,Vacant,1658,1,2,2023-04-06,17,7949,519,68,217,2015-08-06,No,2.45,11,4,484226
729,Montreal,Condo,1289,Rented,3783,1,2,2020-09-30,19,9462,340,8,241,2017-07-04,Yes,2.53,18,8,842019
730,Toronto,House,2075,Rented,2575,2,2,2015-11-10,32,9586,416,89,244,2020-12-28,No,0.55,16,7,218621
731,Calgary,House,3385,Vacant,3734,2,2,2020-07-05,8,2639,169,40,296,2017-12-23,No,3.6,13,4,850649
732,Calgary,House,1443,Rented,3419,3,1,2020-02-13,31,4192,414,60,367,2015-12-09,Yes,4.1,19,9,848612
733,Ottawa,Apartment,2412,Vacant,973,1,3,2016-11-10,9,7553,918,97,363,2023-07-28,Yes,2.67,4,4,973668
734,Halifax,Condo,2218,Vacant,2124,4,2,2022-12-01,19,3450,215,36,357,2019-07-15,Yes,0.98,16,1,668843
735,Winnipeg,Apartment,3830,Vacant,3776,3,2,2021-11-17,6,4428,510,78,136,2019-11-24,No,0.41,10,4,798070
736,Winnipeg,Condo,2592,Vacant,1941,4,1,2017-01-17,7,6968,767,59,418,2021-04-12,Yes,3.31,8,4,605226
737,Edmonton,Condo,3682,Vacant,3117,3,3,2017-05-05,6,11248,425,39,385,2015-01-16,Yes,2.89,3,7,228288
738,Vancouver,Condo,1317,Rented,360,1,2,2023-08-20,9,8491,952,48,147,2016-03-17,Yes,0.42,4,3,471737
739,Winnipeg,Condo,3162,Rented,1813,4,2,2016-08-15,16,10465,509,9,429,2017-02-12,Yes,1.27,1,5,164971
740,Vancouver,Apartment,1344,Vacant,1866,2,3,2018-07-02,29,7600,775,62,238,2022-09-04,Yes,3.41,7,5,264172
741,Halifax,Apartment,3354,Vacant,1787,3,3,2019-10-19,6,6066,324,55,284,2015-07-02,No,2.79,17,5,831389
742,Ottawa,Condo,3954,Rented,915,2,3,2023-07-26,24,4957,324,56,137,2020-07-21,Yes,3.08,8,4,825985
743,Ottawa,Condo,1148,Vacant,3294,1,3,2022-12-17,18,11750,571,86,147,2023-11-14,No,3.67,2,1,209736
744,Montreal,Apartment,1175,Rented,2511,4,2,2016-06-29,12,5540,440,90,106,2017-08-31,Yes,4.7,12,9,67878
745,Toronto,Condo,2464,Rented,1064,4,2,2019-12-08,23,9604,560,80,38,2022-07-01,Yes,2.33,1,3,386270
746,Montreal,Townhouse,1150,Vacant,991,1,2,2015-09-02,30,7110,541,98,418,2020-05-20,No,4.24,0,4,340191
747,Toronto,House,3220,Rented,1892,2,1,2016-06-15,26,8172,332,40,498,2020-03-02,No,1.14,4,2,199325
748,Edmonton,Townhouse,1769,Rented,2052,3,2,2023-08-08,9,4895,307,13,422,2015-09-14,Yes,1.16,8,3,682547
749,Montreal,House,2466,Vacant,1048,4,3,2024-01-01,24,11948,217,71,91,2016-04-20,Yes,4.85,3,5,216528
750,Toronto,House,2482,Rented,880,3,3,2021-09-04,34,9078,184,9,180,2019-10-31,No,0.13,16,3,450807
751,Edmonton,Townhouse,2295,Vacant,2829,2,2,2023-09-23,6,9547,982,96,307,2015-12-16,No,3.52,1,9,637202
752,Calgary,House,3984,Vacant,1726,3,1,2018-09-05,29,4417,257,59,173,2017-02-17,No,2.9,5,6,57224
753,Edmonton,House,3100,Vacant,530,4,1,2017-02-22,26,9652,499,57,236,2020-07-24,Yes,3.82,5,1,219454
754,Toronto,Condo,2754,Vacant,2327,3,2,2022-06-29,34,3714,925,26,470,2020-08-14,No,1.02,15,4,244884
755,Ottawa,Condo,1360,Vacant,2057,1,1,2020-01-30,28,11883,291,81,412,2023-05-17,No,2.98,18,7,221823
756,Winnipeg,Condo,2800,Rented,1483,2,1,2017-07-19,27,3832,656,97,470,2020-11-08,No,1.67,15,5,110097
757,Montreal,Condo,3208,Vacant,1974,3,2,2022-02-09,6,10842,832,75,248,2018-07-24,No,0.01,13,4,271830
758,Calgary,Condo,2593,Rented,2667,3,3,2018-04-12,12,10000,279,5,73,2020-12-07,Yes,1.14,9,7,186707
759,Toronto,Apartment,855,Vacant,371,3,2,2016-01-19,19,11838,320,51,474,2020-04-08,Yes,4.22,3,1,648457
760,Winnipeg,Apartment,1580,Rented,2570,4,1,2017-06-27,14,2903,793,48,320,2021-09-02,Yes,4.23,17,1,648899
761,Montreal,Condo,850,Rented,1529,4,2,2022-01-31,23,8206,189,13,261,2018-10-30,No,2.2,10,5,689219
762,Winnipeg,Apartment,3558,Vacant,2599,2,3,2023-03-31,33,8172,164,52,126,2020-06-11,No,1.66,15,4,768167
763,Ottawa,Condo,2375,Vacant,3015,3,2,2022-07-17,20,6081,403,49,34,2017-11-19,No,4.87,7,4,115476
764,Edmonton,Townhouse,3133,Vacant,3389,2,2,2019-10-14,19,11720,870,22,6,2021-10-25,No,4.76,13,2,362453
765,Vancouver,Condo,3010,Vacant,403,3,3,2023-09-07,28,10525,140,36,84,2019-12-09,No,2.22,6,5,97720
766,Toronto,Apartment,1745,Rented,2374,1,3,2020-03-19,21,9092,173,63,192,2019-01-15,No,0.01,9,3,854963
767,Toronto,Apartment,3227,Vacant,513,1,3,2023-07-19,28,6875,311,68,40,2017-12-09,No,3.21,16,1,551049
768,Calgary,Townhouse,2112,Vacant,353,1,1,2015-06-30,19,6945,144,77,262,2020-10-22,No,5.0,3,9,753667
769,Winnipeg,Townhouse,1705,Vacant,1624,4,2,2015-05-29,28,11734,831,24,408,2020-11-16,No,4.31,6,2,310792
770,Vancouver,Townhouse,1776,Vacant,3580,3,1,2021-01-14,35,10940,709,72,218,2023-10-07,No,4.46,9,5,888765
771,Toronto,Condo,3213,Vacant,1270,1,3,2015-06-13,34,7945,464,2,113,2016-10-24,No,2.95,12,8,683068
772,Montreal,Condo,804,Rented,1821,1,3,2021-10-28,17,7533,234,16,226,2015-03-12,No,0.35,19,6,303075
773,Ottawa,Condo,1274,Rented,1394,1,3,2015-10-20,9,7796,508,42,142,2015-11-28,Yes,1.23,7,7,671589
774,Vancouver,House,3401,Vacant,3381,4,2,2022-08-17,20,3661,230,42,127,2023-05-28,No,1.9,4,8,862445
775,Montreal,Condo,1073,Rented,1530,1,2,2023-08-20,9,2776,125,8,288,2021-06-18,No,3.32,7,4,61893
776,Toronto,Townhouse,1657,Rented,3104,3,3,2023-10-06,33,4000,188,93,25,2015-10-15,No,1.44,0,6,126101
777,Montreal,House,1189,Vacant,1897,4,1,2022-02-19,13,3384,933,11,27,2022-01-31,Yes,1.76,1,6,981170
778,Montreal,Condo,1027,Rented,504,4,1,2022-09-12,17,5801,407,11,336,2018-12-26,Yes,1.19,3,3,96157
779,Vancouver,House,2702,Rented,938,3,3,2022-05-22,34,6490,557,3,73,2018-10-31,No,2.69,19,5,138318
780,Winnipeg,Townhouse,3483,Vacant,3607,1,1,2021-12-02,15,11615,414,19,44,2015-09-27,Yes,0.87,5,2,643551
781,Halifax,House,1919,Rented,1563,1,2,2017-05-15,10,3209,532,15,224,2017-09-05,No,3.62,14,1,499935
782,Montreal,Townhouse,2855,Vacant,3427,1,3,2021-02-09,7,8946,892,7,228,2021-04-01,No,2.94,19,5,274872
783,Calgary,House,3544,Rented,2280,3,1,2023-10-05,27,6637,287,54,86,2022-03-04,Yes,3.91,12,6,771847
784,Ottawa,Apartment,1780,Rented,2823,4,3,2023-05-17,9,6777,818,52,497,2015-07-31,No,1.68,17,3,502551
785,Toronto,House,2690,Vacant,489,4,2,2021-11-14,14,8407,674,34,178,2016-08-06,Yes,2.63,4,9,359923
786,Calgary,Condo,3083,Vacant,2182,4,1,2016-03-29,28,4338,382,45,138,2023-10-08,No,1.55,5,9,95294
787,Calgary,Townhouse,2325,Vacant,3713,3,3,2016-02-08,10,9684,770,80,147,2018-12-25,No,0.18,5,7,527448
788,Calgary,Apartment,1124,Rented,921,2,2,2017-12-27,27,4240,833,42,3,2022-09-01,No,1.32,0,8,777347
789,Montreal,Apartment,1041,Vacant,3511,1,2,2016-07-06,6,6266,599,97,235,2023-10-23,No,1.53,11,4,746122
790,Calgary,Townhouse,1858,Vacant,684,3,3,2017-03-15,15,10979,971,81,149,2015-06-19,Yes,0.04,10,1,849217
791,Calgary,House,3900,Vacant,3764,4,2,2016-08-22,11,4929,257,8,436,2023-04-18,Yes,2.24,9,5,215260
792,Toronto,Apartment,1294,Rented,357,4,3,2015-06-29,18,3662,310,74,372,2018-04-08,Yes,1.5,2,8,159664
793,Vancouver,House,3722,Rented,2268,4,1,2017-07-09,10,9704,605,39,210,2019-08-09,No,1.57,2,1,841221
794,Winnipeg,Townhouse,3305,Vacant,3855,3,2,2017-06-11,17,10657,389,90,331,2018-07-06,Yes,2.33,14,4,812088
795,Toronto,House,1140,Rented,3267,2,2,2023-05-11,12,9923,911,22,464,2017-01-14,No,2.09,13,2,899858
796,Ottawa,Townhouse,2256,Rented,1157,4,2,2015-09-27,22,10700,358,44,25,2015-08-11,Yes,2.29,1,3,289075
797,Montreal,House,2252,Vacant,3512,2,1,2016-12-02,7,7021,316,78,131,2022-08-28,Yes,4.67,15,6,667294
798,Toronto,Townhouse,973,Vacant,3891,4,1,2019-08-13,34,5693,782,8,481,2022-05-14,No,3.47,9,8,137727
799,Halifax,Condo,3888,Vacant,3323,4,2,2017-01-09,32,9058,440,26,134,2022-06-27,Yes,3.14,0,8,89839
800,Toronto,Apartment,889,Rented,3230,3,1,2023-09-13,9,10069,843,78,491,2016-04-23,No,3.71,6,4,855551
801,Ottawa,House,1195,Vacant,3703,1,3,2022-05-23,34,6032,113,45,29,2016-04-06,Yes,0.18,18,4,314754
802,Halifax,Townhouse,3922,Rented,3252,3,1,2015-12-07,20,9291,679,28,478,2020-03-05,Yes,2.82,10,4,464348
803,Winnipeg,Apartment,3036,Vacant,3113,2,2,2020-09-02,21,3663,917,84,26,2018-12-02,No,4.2,16,7,842700
804,Edmonton,Townhouse,1293,Rented,3894,2,3,2015-03-23,10,3031,604,15,160,2020-03-18,Yes,3.05,9,2,67734
805,Ottawa,Condo,3452,Vacant,2613,4,1,2020-03-22,8,9759,233,20,112,2021-05-15,Yes,4.9,7,6,206812
806,Vancouver,Condo,2825,Vacant,2496,2,1,2019-04-15,16,4779,196,11,250,2017-07-21,No,0.39,19,8,813753
807,Toronto,Condo,1312,Rented,395,1,2,2016-07-11,27,3260,288,12,211,2021-08-22,Yes,3.53,13,2,646252
808,Toronto,House,2312,Rented,1324,2,1,2020-06-21,34,9379,425,75,262,2017-09-10,Yes,2.05,3,5,478922
809,Winnipeg,Condo,3150,Vacant,3532,3,1,2018-04-09,34,11065,159,59,231,2019-12-10,Yes,1.22,4,5,52552
810,Ottawa,House,3516,Vacant,3720,4,1,2017-06-10,8,7446,261,15,219,2020-04-12,No,4.12,16,9,727952
811,Ottawa,House,1958,Vacant,1441,3,1,2022-08-11,24,11625,196,48,408,2018-01-21,Yes,0.56,9,7,742939
812,Calgary,Apartment,1233,Vacant,697,2,1,2019-01-28,21,5444,203,7,389,2020-08-03,Yes,0.43,7,3,466016
813,Winnipeg,Condo,3898,Rented,564,4,1,2020-07-10,9,3686,571,23,482,2015-07-10,Yes,2.05,14,5,395773
814,Ottawa,Apartment,2139,Vacant,452,4,1,2016-02-14,6,9330,534,97,279,2016-06-03,No,0.26,7,1,992916
815,Calgary,Apartment,3440,Vacant,2434,3,3,2021-12-29,21,7782,682,38,138,2023-09-16,No,4.23,9,1,523709
816,Halifax,Condo,3961,Vacant,330,2,1,2021-03-23,11,2833,240,64,397,2020-12-08,No,1.91,16,3,303181
817,Edmonton,Apartment,3045,Rented,2653,3,1,2015-12-26,19,8818,170,77,125,2015-04-11,No,4.99,13,7,417853
818,Toronto,Townhouse,2190,Rented,1199,2,2,2018-03-21,18,8201,914,2,202,2018-09-21,No,0.78,14,7,706334
819,Calgary,House,1052,Rented,3899,2,2,2023-01-13,26,8841,793,92,331,2015-01-09,No,2.91,3,4,544947
820,Toronto,Condo,2064,Vacant,3502,4,2,2019-09-19,29,9919,524,24,352,2016-07-30,Yes,4.03,10,9,500397
821,Montreal,Apartment,1075,Vacant,1378,1,3,2016-02-03,23,2890,829,8,390,2023-09-15,Yes,4.81,2,5,440269
822,Winnipeg,Condo,3477,Rented,2639,3,3,2017-08-24,31,9996,298,28,488,2018-06-25,No,2.56,10,2,917870
823,Winnipeg,Townhouse,2280,Rented,480,2,3,2017-02-17,7,10321,628,87,119,2021-02-05,No,0.73,19,1,860122
824,Edmonton,Townhouse,951,Vacant,2964,3,2,2021-05-01,29,8114,102,78,334,2021-01-25,No,1.41,3,4,895742
825,Halifax,Condo,2333,Rented,1501,4,2,2018-02-11,21,3988,935,94,199,2020-01-15,Yes,0.48,7,7,241810
826,Toronto,Condo,3025,Vacant,969,3,2,2019-09-21,14,8899,336,51,108,2018-10-13,No,4.21,8,7,820759
827,Winnipeg,Apartment,1674,Rented,3478,2,3,2018-05-16,31,6547,773,59,383,2021-12-21,Yes,0.91,15,1,78107
828,Montreal,House,1505,Vacant,3382,4,3,2019-02-06,12,4525,240,14,11,2016-05-28,Yes,1.17,11,2,839238
829,Calgary,House,3524,Vacant,1817,4,1,2022-02-13,9,3677,638,73,46,2022-09-16,Yes,1.14,5,3,421959
830,Montreal,Condo,1486,Vacant,1722,1,1,2015-03-06,34,6129,169,7,18,2022-07-19,Yes,2.77,14,7,967683
831,Winnipeg,Apartment,1582,Rented,2360,1,1,2021-06-07,11,11876,174,19,268,2015-11-27,No,2.36,18,9,415391
832,Vancouver,Townhouse,2992,Rented,3446,4,2,2019-06-29,18,7102,325,32,58,2021-09-26,No,4.85,13,8,379053
833,Ottawa,Condo,863,Rented,872,3,1,2021-10-07,13,3219,931,99,90,2021-12-05,Yes,1.98,13,6,306410
834,Halifax,Apartment,1754,Rented,3139,1,3,2015-08-21,33,11353,843,51,426,2020-05-08,Yes,3.38,19,2,913424
835,Toronto,Condo,2291,Vacant,2738,4,2,2021-04-14,25,11497,776,47,117,2018-09-18,Yes,4.89,0,6,391821
836,Ottawa,Townhouse,3306,Rented,2353,1,2,2021-05-15,24,3756,531,38,338,2021-06-22,No,2.93,8,4,570265
837,Edmonton,House,1795,Vacant,2469,2,1,2018-08-18,28,11973,155,93,188,2020-07-19,No,1.71,2,4,672679
838,Calgary,House,1057,Rented,3382,2,1,2016-01-23,24,3356,287,4,414,2016-05-29,No,0.03,14,6,898692
839,Toronto,House,3765,Rented,1800,4,3,2023-01-22,17,3820,477,64,119,2020-07-18,No,0.51,11,3,808988
840,Winnipeg,Condo,1477,Rented,2656,1,3,2020-01-11,28,3682,329,23,368,2023-05-09,Yes,4.97,0,4,838399
841,Halifax,Townhouse,2187,Rented,763,3,3,2015-11-21,33,10356,141,14,352,2022-04-13,Yes,0.85,19,1,310028
842,Toronto,House,3204,Rented,2745,1,1,2016-01-18,29,6194,556,87,45,2023-07-06,Yes,3.22,6,8,73003
843,Montreal,Apartment,1078,Rented,3478,1,3,2015-12-25,20,6119,440,50,454,2023-01-09,Yes,2.03,15,1,794753
844,Calgary,Townhouse,1362,Vacant,2785,3,3,2023-05-30,27,11511,432,5,316,2019-04-05,Yes,4.83,18,1,534511
845,Calgary,House,3378,Rented,2566,1,1,2023-07-05,23,3135,603,99,250,2019-08-12,No,3.68,0,8,155022
846,Montreal,House,2012,Vacant,3862,1,1,2017-02-17,16,9159,281,93,459,2016-10-17,No,4.54,6,4,269481
